keywords	B2B	B2C	3D打印	VR/AR	本地生活	汽车交通	工具软件	母婴	企业信息化	社交网络	O2O	金融	移动互联网	传媒	先进制造	传统硬件	IT服务	教育	房产服务	文化娱乐	游戏	体育	C2C	物流配送	生物医药	医疗健康	生鲜	机械制造	互联网金融	环保	广告营销	家政服务	旅游服务	大数据	P2P服务	招聘求职	新材料	智能硬件	可穿戴设备	装修装潢	电子设备	网络社区	影视动漫	云服务	食品饮料	人工智能	新能源	现代农业	物联网	企业服务
体检	0	0	0	0	2	0	0	1	0	2	0	0	11	0	0	0	2	0	1	0	0	0	0	0	1	24	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
每月	0	0	0	0	2	0	0	0	0	2	0	2	13	2	3	0	1	0	1	3	1	1	0	1	0	1	0	0	7	0	0	0	0	0	4	0	0	0	0	1	7	0	0	0	0	0	0	0	0	3
通讯器材	1	2	0	0	1	0	2	0	0	0	0	7	4	1	2	0	12	1	3	3	0	1	0	1	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	0	0	1	1	2
国道	0	0	0	0	4	4	0	0	0	0	0	0	0	0	10	0	2	0	8	0	0	0	0	1	0	3	0	0	0	8	0	0	0	0	0	0	2	0	0	1	3	0	0	0	3	0	0	2	0	4
量化	0	0	0	0	1	2	1	0	0	1	0	8	4	1	2	0	3	2	0	1	0	1	0	0	0	1	0	0	10	0	1	0	0	6	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	4
partners	0	2	1	0	2	0	2	0	0	0	0	3	6	1	2	0	5	2	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	5	0	2	0	2	1	0	1	0	0	0	1	0	0	0	0	12
柴油机	0	0	0	0	0	17	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1
树脂	0	0	0	0	0	2	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	1	0	12	0	0	0	0	0	0	17	0	0	1	2	0	0	0	0	0	0	0	0	6
区域性	0	0	0	0	0	0	0	0	1	2	0	1	8	1	3	0	2	0	5	1	0	0	0	1	0	5	1	0	4	5	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	2	6
微波	0	0	0	0	1	3	3	0	0	0	0	1	3	0	8	0	6	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	2	2	0	0	13	0	0	0	1	1	1	0	1	3
标签	0	2	0	0	1	0	0	0	0	1	0	0	8	1	7	2	5	1	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	1	1	0	3	1	0	0	6	0	0	0	0	0	0	0	4	6
不动产	0	0	0	0	4	0	1	0	0	0	0	5	1	1	0	0	2	0	20	1	0	0	0	0	0	0	0	0	5	2	1	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
信息管理系统	0	0	0	0	0	1	13	0	2	0	0	0	3	0	3	0	15	0	0	0	0	0	0	2	0	6	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	4
时空	0	0	1	0	0	0	3	0	0	2	3	0	20	3	0	0	1	1	1	3	2	1	0	1	0	1	0	0	4	0	2	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2
婴幼儿	1	2	0	0	3	1	1	6	0	0	3	1	8	1	0	0	1	5	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	5
家政	0	0	0	0	8	0	0	2	0	0	2	1	9	0	1	0	3	0	8	0	0	0	0	0	0	0	0	0	0	2	1	4	1	0	0	0	0	1	0	2	6	0	0	0	0	0	0	0	0	5
工商户	0	0	0	0	2	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
国企	0	0	0	0	1	3	2	0	0	0	0	9	3	0	1	0	8	1	2	0	0	0	0	1	0	0	0	0	10	2	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
各行各业	0	0	1	0	0	0	3	0	0	0	1	2	12	1	4	0	8	1	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	4	1	0	1	0	0	1	1	0	0	1	0	0	0	0	2	6
防伪	0	0	0	0	1	0	7	1	1	0	1	0	6	0	6	1	9	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	1	0	0	4	0	1	0	1	0	0	0	3	5
在职员工	1	0	0	0	2	1	1	0	0	0	1	2	3	2	12	0	6	1	4	1	0	0	0	0	0	3	0	0	3	1	1	0	1	0	3	0	0	0	0	0	1	0	1	0	1	0	0	0	1	3
成长性	0	0	0	0	0	0	2	0	0	0	0	7	1	1	5	0	4	1	7	1	0	0	0	0	0	3	0	0	3	6	0	0	0	0	3	0	0	0	0	1	1	0	0	0	1	0	0	1	1	7
极致	0	4	1	0	2	1	1	1	0	0	1	2	12	0	0	0	4	0	1	0	4	0	0	0	0	3	0	0	2	1	1	0	0	0	1	0	0	1	0	0	7	0	0	0	3	0	0	0	1	2
机车	0	0	0	0	0	7	1	0	0	0	0	0	1	0	26	1	2	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	5
本身	0	0	1	0	2	0	1	0	0	1	0	4	7	1	1	0	2	0	4	0	0	0	0	0	0	2	0	0	10	1	1	0	0	1	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4
版块	0	3	0	0	1	1	0	0	0	3	0	2	12	5	1	0	0	0	3	4	1	0	0	1	0	2	0	0	1	3	2	0	0	0	1	0	0	0	0	0	3	0	3	0	1	0	0	1	0	2
抗生素	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	42	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1
这种	0	0	0	0	1	0	4	1	0	1	1	2	9	0	2	1	0	2	1	4	1	0	0	0	0	3	0	0	5	3	1	0	0	0	3	0	1	1	0	1	3	0	0	0	2	0	0	0	0	3
展会	0	0	0	0	2	1	1	0	0	1	0	0	5	6	3	0	5	0	0	4	0	1	0	0	0	0	0	1	0	1	4	0	2	1	0	0	0	0	0	0	9	0	1	1	1	0	0	0	0	6
遥感	0	0	0	0	1	2	18	0	3	0	0	0	5	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	5
饰品	0	4	1	0	8	1	0	0	0	1	2	0	5	0	1	1	1	0	1	4	1	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	2	11	0	0	0	0	0	0	0	0	6
大赛	0	0	1	0	1	1	3	1	0	2	0	0	17	2	2	0	1	4	0	3	2	0	0	0	0	2	0	0	0	1	3	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	4
角色	0	0	0	0	0	0	1	0	0	0	0	2	15	0	1	0	4	0	2	3	7	0	0	0	0	2	0	0	6	0	0	0	0	0	3	0	0	0	0	0	5	0	4	0	0	0	0	0	1	1
technology	0	0	1	0	1	0	10	0	0	0	1	3	6	0	4	0	11	1	0	0	0	0	0	0	0	1	0	0	2	5	0	0	0	1	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0	4
产品认证	0	0	0	0	0	3	2	0	0	0	0	1	2	0	13	1	3	0	1	0	0	0	0	0	0	2	0	0	0	8	0	0	0	1	0	1	5	0	0	0	5	0	0	0	1	0	1	0	0	7
电控	0	0	0	0	1	16	1	0	0	0	0	0	0	0	18	2	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	4	0	0	1
api	0	1	0	0	0	1	2	0	0	1	0	0	13	1	13	0	5	0	0	0	0	0	0	2	0	3	0	0	2	1	0	0	1	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	5
固体	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	17	0	2	0	19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	2
mobile	0	0	0	1	0	0	6	0	0	2	0	0	26	0	0	0	6	0	0	1	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
奥运会	0	0	0	0	0	4	3	0	0	1	0	2	4	1	1	0	7	0	1	2	0	5	0	0	0	1	0	1	0	10	0	0	1	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	1	4
购销	0	1	0	0	5	3	1	0	0	0	0	3	6	1	3	0	3	0	2	0	0	0	0	1	0	2	0	1	2	4	0	0	0	1	0	0	2	0	0	2	3	0	0	0	7	0	1	1	0	2
利率	0	0	0	0	0	0	1	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
预定	0	1	0	0	2	1	0	0	0	2	1	0	23	1	0	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0
top	0	0	0	1	1	3	4	0	1	0	0	1	13	0	2	0	4	0	6	0	5	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	2	4
平面	0	0	1	0	0	0	0	0	1	1	0	0	6	5	11	1	2	1	3	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	10	0	0	0	0	0	0	0	0	7
食材	5	4	1	0	6	0	0	0	1	1	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	15	0	0	2	0	3
矩阵	2	0	0	0	1	0	2	0	2	3	1	0	11	6	1	0	3	1	2	5	0	1	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	5
楼盘	0	0	0	0	2	1	1	0	0	1	0	2	4	1	1	0	3	0	34	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2
金奖	0	0	0	0	4	4	1	0	0	0	0	0	0	1	14	0	3	0	4	1	0	0	0	0	0	1	1	0	0	4	1	0	1	0	0	0	4	0	0	0	2	0	0	0	5	0	0	3	0	4
建筑业	0	0	0	0	2	1	2	0	0	0	0	10	3	0	3	0	2	0	15	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	1	0	0	7
矿产品	1	0	0	0	0	1	0	0	0	0	0	26	1	0	3	1	0	0	5	0	0	0	0	3	0	1	0	0	0	3	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	7
风能	0	0	0	0	0	1	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	36	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	1
海运	0	0	0	0	2	3	0	0	1	0	0	2	4	0	4	0	1	0	0	0	0	1	0	18	0	0	2	0	1	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	4	8
煤化工	0	0	0	0	2	0	0	0	0	0	0	0	2	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	0	3	0	0	3
标志	0	0	0	0	3	8	0	0	0	0	0	1	4	0	11	0	2	1	5	0	1	0	0	0	0	2	1	0	1	2	0	0	0	0	0	0	0	2	0	0	6	0	0	0	6	0	0	0	1	1
舞台	0	0	0	0	1	1	1	0	0	2	2	2	7	9	2	0	2	1	0	12	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	1	1	4
技术骨干	0	0	0	0	0	1	2	0	3	0	0	0	4	0	11	0	7	1	2	0	0	0	0	0	0	1	0	1	0	6	0	0	0	2	0	0	1	1	0	1	5	0	0	0	2	0	0	1	0	6
group	0	0	1	0	1	5	1	0	0	0	1	7	6	0	3	0	4	1	4	1	1	2	0	1	0	5	1	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	4
网络系统	0	0	0	0	0	1	10	0	0	0	0	0	3	0	2	1	24	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	9
局面	1	1	0	0	2	0	0	1	0	0	2	0	4	1	4	0	2	0	0	1	0	0	0	1	0	2	0	0	8	2	0	0	0	0	8	0	4	0	0	0	8	0	0	0	0	0	0	0	0	6
孵化器	0	0	0	0	0	0	1	0	0	0	2	17	6	1	0	0	3	2	2	1	1	0	0	0	0	3	1	0	3	2	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	9
城镇	0	0	0	0	5	0	0	0	0	0	0	3	2	0	2	0	2	0	9	0	0	0	0	0	0	0	0	0	0	29	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3
ceo	0	1	0	0	1	0	1	0	0	4	1	1	13	2	0	0	4	1	1	5	5	1	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	5	0	1	0	0	0	0	0	1	5
信息产业	0	0	0	0	0	1	14	0	0	1	0	2	9	0	0	0	14	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	6
online	0	0	0	0	0	0	0	0	0	1	1	0	29	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	9	0	1	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
箱包	1	3	0	0	3	0	1	0	0	0	1	2	4	1	3	1	0	0	0	2	0	0	1	3	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	19	0	1	0	0	0	0	0	0	7
防火	0	0	0	0	1	1	3	0	0	0	0	1	3	0	10	1	2	0	2	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	6	1	0	5	6	0	0	0	0	1	0	0	1	6
人脉	0	0	0	0	1	0	0	0	0	15	0	0	25	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3
奥迪	0	0	0	0	1	18	0	0	0	1	0	1	7	1	9	1	4	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	6
家园	1	0	1	0	4	0	1	0	0	3	2	1	14	2	1	0	1	7	10	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2
零售业	0	2	0	0	2	0	2	0	4	0	1	2	6	0	1	0	6	0	4	0	0	0	0	3	0	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	5	0	0	1	1	0	0	0	3	8
饮品	1	3	0	0	6	0	0	0	0	0	3	1	5	0	1	0	1	0	3	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	22	0	0	0	1	1
打造出	0	0	0	0	1	2	2	0	0	1	2	0	9	0	2	0	5	3	1	2	1	0	0	0	0	1	0	0	7	1	0	0	2	0	4	0	0	0	0	1	6	0	0	0	0	0	0	1	0	4
农机	1	0	0	0	2	4	0	0	0	0	1	1	2	0	25	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0	0	9	1	3
商旅	1	0	0	0	3	2	1	0	0	0	1	3	16	1	0	0	2	1	1	1	0	0	0	0	0	0	0	0	3	0	1	0	9	1	0	0	0	0	0	0	6	0	0	2	0	1	0	0	0	3
金融业	0	0	0	0	2	0	1	0	0	0	0	20	3	0	2	0	5	0	4	0	0	0	0	0	0	1	0	1	9	0	0	0	0	1	4	1	0	0	0	0	1	0	0	1	0	0	0	0	0	3
品牌策划	2	0	0	0	0	0	1	0	0	0	1	1	7	9	0	0	3	0	1	6	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	16
电镀	0	0	0	0	0	7	0	0	0	0	0	0	0	0	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	4
液体	0	0	0	0	1	3	1	1	0	0	0	0	1	0	13	0	1	0	0	0	1	0	0	0	0	9	0	0	0	13	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	2	0	3
产值	0	0	0	0	2	3	1	0	0	1	1	1	2	0	18	0	1	0	3	0	0	0	0	0	0	2	0	0	1	6	0	0	0	0	1	0	2	1	0	0	4	0	0	0	2	0	1	1	0	5
微生物	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	23	0	0	0	1	0	0	2	0	0	0	0	0	0	0	4	0	0	8	0	5
喷涂	0	0	1	0	0	4	0	1	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	2	0	0	0	3	0	6	0	0	0	0	0	0	4	1	0	1	3	0	0	0	0	1	1	0	0	2
基站	0	0	0	0	2	3	3	0	1	0	0	0	12	0	8	0	6	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	2	0	2	5
报关	0	0	0	0	2	2	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	26	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	15
功率	0	0	0	0	0	5	3	0	0	0	0	0	2	1	17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	1	1	0	0	14	0	0	0	0	0	1	0	1	2
车身	0	0	0	0	0	40	0	0	1	0	0	1	1	4	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
意义	0	0	0	0	3	1	0	0	0	1	1	5	16	1	2	0	4	0	1	2	1	0	0	0	0	1	0	0	3	4	0	0	0	1	1	0	1	0	0	1	2	0	1	1	0	0	0	0	0	5
农户	2	2	0	0	4	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	1	1	0	0	0	2	0	0	0	0	0	2	0	0	0	13	0	0	13	0	4
同类	0	0	0	0	1	0	3	1	0	3	0	0	12	1	6	0	4	1	2	5	1	0	0	0	0	3	0	1	0	7	0	0	1	0	0	0	2	0	0	0	3	1	1	0	0	0	0	0	0	1
著名品牌	1	0	0	0	1	5	2	2	0	0	0	0	3	2	11	0	4	2	4	2	1	1	0	0	0	2	0	0	0	2	1	0	1	0	0	0	2	0	0	3	1	0	0	0	2	0	0	1	1	3
贵金属	0	0	0	0	3	1	2	0	1	0	0	8	3	0	4	0	2	0	2	2	0	0	0	2	0	1	0	1	8	8	0	0	0	0	4	0	0	1	0	0	2	0	0	0	0	0	0	1	0	4
智能机器人	1	0	1	0	0	0	2	0	0	0	0	0	4	0	18	0	5	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	6	0	1	1	3
不但	0	0	0	0	2	2	6	1	0	1	0	0	10	0	9	0	4	2	0	1	1	0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	0	0	7	0	0	0	2	0	0	0	1	4
废物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	46	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	2	0	2
cad	0	0	1	0	3	2	12	0	0	0	0	0	2	0	18	0	8	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6
消毒	0	0	1	0	3	0	0	1	1	0	1	1	1	0	4	0	2	0	0	0	0	0	0	0	0	20	0	0	0	16	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	3
传承	0	1	0	0	7	0	1	0	1	0	0	0	8	2	5	0	1	4	1	6	0	0	0	0	1	7	0	1	1	2	1	0	0	0	0	0	0	2	0	0	2	0	0	0	5	0	0	0	0	1
基础架构	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	10
水资源	0	0	0	0	1	0	6	0	1	0	0	0	0	0	4	0	8	0	2	0	0	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	1	0	5
技术型	0	0	0	0	0	1	5	0	0	0	0	1	8	0	8	1	8	1	0	0	0	1	0	0	0	5	0	0	4	2	0	0	0	0	2	0	1	1	0	1	5	0	0	0	0	0	0	0	0	5
智能系统	0	0	1	0	1	2	7	0	0	0	0	1	5	0	4	0	12	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	5	0	1	3	0	0	0	0	3	0	0	4	5
网络设备	0	0	0	0	0	1	7	0	1	0	1	4	8	0	1	2	21	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	3
财税	1	0	0	0	0	0	7	0	0	0	0	4	9	0	0	0	6	2	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	19
北斗	0	0	0	0	0	3	5	0	1	0	0	1	7	1	4	1	12	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	4	1	0	7	0	0	1	0	1	0	0	1	5
彩票	0	0	0	0	1	0	4	0	0	0	1	0	27	1	2	0	5	0	0	4	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4
轮胎	0	0	0	0	2	16	1	0	0	0	0	0	1	0	19	0	2	0	1	0	0	0	0	2	0	0	0	2	1	8	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
福利	0	2	0	0	3	0	1	0	0	1	1	1	14	0	1	0	3	0	0	1	0	0	0	0	0	2	0	0	14	1	0	0	0	0	1	1	1	1	0	0	2	0	1	0	0	0	0	0	0	8
保健食品	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	5	36	1	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	4	0	0	1	0	3
力度	0	0	0	0	0	4	1	0	0	0	1	3	4	2	7	0	8	1	0	1	0	0	0	0	0	3	0	0	1	3	1	0	1	0	0	0	1	0	0	0	5	0	2	0	0	0	1	1	1	8
旗舰	0	0	0	0	1	0	2	0	0	1	0	2	6	1	1	0	2	0	22	1	0	0	0	1	0	0	0	0	4	3	1	0	0	0	4	0	0	1	0	0	5	0	0	0	0	0	1	0	1	1
is	0	0	0	1	0	7	0	0	0	1	0	2	2	1	21	0	3	0	0	1	1	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	1	0	1	4
能量	0	1	0	0	1	2	1	0	0	0	0	0	1	2	5	0	2	0	0	3	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	2	1	0	0	7	0	0	0	4	0	5	1	2	3
工艺美术品	0	0	0	0	3	1	1	0	0	1	0	12	2	3	2	1	0	0	5	5	0	2	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	12
建筑物	0	0	0	0	2	1	1	0	0	0	0	0	1	0	10	2	3	0	16	0	0	0	0	0	1	0	0	1	0	8	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	3	0	0	6
层次	0	0	0	0	2	2	3	0	0	1	0	2	11	2	4	0	7	3	4	3	0	1	0	0	0	1	0	0	1	1	1	0	3	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	4
故事	0	1	0	0	1	0	0	0	0	3	0	1	18	2	1	0	2	4	1	7	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	3	2	5	0	0	0	0	0	0	4
级别	0	1	0	0	2	2	3	0	0	1	0	0	12	2	2	0	9	1	1	2	0	0	0	0	0	2	0	1	7	1	2	0	0	2	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	2
钱包	0	0	0	0	1	0	1	0	0	0	2	10	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	2
比赛	0	0	0	1	1	1	1	0	0	1	1	0	18	3	3	0	2	3	0	8	1	8	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
文明	1	0	0	0	3	3	1	0	0	0	1	0	10	0	3	0	3	1	4	1	1	0	0	0	0	2	0	0	2	7	0	0	2	1	0	0	1	1	0	4	1	0	0	0	1	0	2	0	0	5
经营权	0	0	0	0	1	0	2	0	0	0	0	1	4	3	6	0	3	0	2	1	0	0	0	0	0	3	0	0	2	18	2	0	0	0	0	0	2	0	2	0	1	0	0	0	2	0	0	0	0	6
人民	0	0	0	0	1	2	3	0	0	2	0	2	9	3	5	0	4	0	9	1	0	0	0	0	0	5	0	0	3	2	1	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	4
含量	0	0	1	0	1	1	1	0	0	0	0	0	1	0	11	0	3	0	0	2	0	0	0	1	1	4	0	0	0	8	0	0	0	0	0	0	3	0	0	0	2	0	1	0	7	0	1	5	0	7
轨道	0	0	0	0	1	6	2	0	0	0	0	1	1	1	25	0	5	0	2	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	4
